index,Name,GW,Position,Club,Total Points,Cost
427,Ademipo Odubeko,10.0,FWD,West Ham,0.0,45.0
428,Ademipo Odubeko,11.0,FWD,West Ham,0.0,45.0
429,Ademipo Odubeko,12.0,FWD,West Ham,0.0,45.0
430,Ademipo Odubeko,13.0,FWD,West Ham,0.0,45.0
431,Ademipo Odubeko,14.0,FWD,West Ham,0.0,45.0
432,Ademipo Odubeko,15.0,FWD,West Ham,0.0,45.0
433,Ademipo Odubeko,16.0,FWD,West Ham,0.0,45.0
434,Ademipo Odubeko,17.0,FWD,West Ham,0.0,45.0
435,Ademipo Odubeko,18.0,FWD,West Ham,0.0,45.0
436,Ademipo Odubeko,19.0,FWD,West Ham,0.0,45.0
437,Ademipo Odubeko,20.0,FWD,West Ham,0.0,45.0
438,Ademipo Odubeko,21.0,FWD,West Ham,0.0,45.0
439,Ademipo Odubeko,22.0,FWD,West Ham,0.0,45.0
440,Ademipo Odubeko,23.0,FWD,West Ham,0.0,45.0
441,Ademipo Odubeko,24.0,FWD,West Ham,0.0,45.0
442,Ademipo Odubeko,25.0,FWD,West Ham,0.0,45.0
443,Ademipo Odubeko,26.0,FWD,West Ham,0.0,45.0
444,Ademipo Odubeko,27.0,FWD,West Ham,0.0,45.0
445,Ademipo Odubeko,28.0,FWD,West Ham,0.0,45.0
446,Ademipo Odubeko,29.0,FWD,West Ham,0.0,45.0
447,Ademipo Odubeko,30.0,FWD,West Ham,0.0,45.0
448,Ademipo Odubeko,31.0,FWD,West Ham,0.0,45.0
449,Ademipo Odubeko,32.0,FWD,West Ham,0.0,45.0
450,Ademipo Odubeko,33.0,FWD,West Ham,0.0,45.0
451,Ademipo Odubeko,34.0,FWD,West Ham,0.0,45.0
452,Ademipo Odubeko,35.0,FWD,West Ham,0.0,45.0
453,Ademipo Odubeko,36.0,FWD,West Ham,0.0,45.0
454,Ademipo Odubeko,37.0,FWD,West Ham,0.0,45.0
455,Ademipo Odubeko,38.0,FWD,West Ham,0.0,45.0
456,Ademola Lookman,1.0,MID,Fulham,0.41,50.0
457,Ademola Lookman,2.0,MID,Fulham,0.37,50.0
458,Ademola Lookman,3.0,MID,Fulham,0.33,50.0
459,Ademola Lookman,4.0,MID,Fulham,0.4,50.0
460,Ademola Lookman,5.0,MID,Fulham,1.36,50.0
461,Ademola Lookman,6.0,MID,Fulham,1.42,50.0
462,Ademola Lookman,7.0,MID,Fulham,1.48,50.0
463,Ademola Lookman,8.0,MID,Fulham,1.33,50.0
464,Ademola Lookman,9.0,MID,Fulham,1.7,50.0
465,Ademola Lookman,10.0,MID,Fulham,2.43,50.0
466,Ademola Lookman,11.0,MID,Fulham,2.39,50.0
467,Ademola Lookman,12.0,MID,Fulham,2.55,50.0
468,Ademola Lookman,13.0,MID,Fulham,2.59,50.0
469,Ademola Lookman,14.0,MID,Fulham,2.53,50.0
470,Ademola Lookman,15.0,MID,Fulham,2.58,50.0
471,Ademola Lookman,16.0,MID,Fulham,2.32,50.0
472,Ademola Lookman,17.0,MID,Fulham,2.09,50.0
473,Ademola Lookman,18.0,MID,Fulham,2.28,50.0
474,Ademola Lookman,19.0,MID,Fulham,2.45,50.0
475,Ademola Lookman,20.0,MID,Fulham,2.51,50.0
476,Ademola Lookman,21.0,MID,Fulham,2.46,50.0
477,Ademola Lookman,22.0,MID,Fulham,2.41,50.0
478,Ademola Lookman,23.0,MID,Fulham,2.47,50.0
479,Ademola Lookman,24.0,MID,Fulham,2.47,50.0
480,Ademola Lookman,25.0,MID,Fulham,3.33,50.0
481,Ademola Lookman,26.0,MID,Fulham,3.19,50.0
482,Ademola Lookman,27.0,MID,Fulham,3.17,50.0
483,Ademola Lookman,28.0,MID,Fulham,3.06,50.0
484,Ademola Lookman,29.0,MID,Fulham,3.25,51.0
485,Ademola Lookman,30.0,MID,Fulham,3.03,51.0
486,Ademola Lookman,31.0,MID,Fulham,2.72,50.0
487,Ademola Lookman,32.0,MID,Fulham,2.75,49.0
488,Ademola Lookman,33.0,MID,Fulham,2.48,50.0
489,Ademola Lookman,34.0,MID,Fulham,2.43,48.0
490,Ademola Lookman,35.0,MID,Fulham,2.39,48.0
491,Ademola Lookman,36.0,MID,Fulham,2.25,48.0
492,Ademola Lookman,37.0,MID,Fulham,2.12,48.0
493,Ademola Lookman,38.0,MID,Fulham,2.11,47.0
494,Adrien Silva,1.0,MID,Leicester,0.0,45.0
495,Adrien Silva,2.0,MID,Leicester,0.0,45.0
496,Adrien Silva,3.0,MID,Leicester,0.0,45.0
497,Adrien Silva,4.0,MID,Leicester,0.0,45.0
498,Adrien Silva,5.0,MID,Leicester,0.0,44.0
499,Adrien Silva,6.0,MID,Leicester,0.0,44.0
500,Adrien Silva,7.0,MID,Leicester,0.0,44.0
501,Adrien Silva,8.0,MID,Leicester,0.0,44.0
502,Adrien Silva,9.0,MID,Leicester,0.0,44.0
503,Adrien Silva,10.0,MID,Leicester,0.0,44.0
504,Adrien Silva,11.0,MID,Leicester,0.0,44.0
505,Adrien Silva,12.0,MID,Leicester,0.0,44.0
506,Adrien Silva,13.0,MID,Leicester,0.0,44.0
507,Adrien Silva,14.0,MID,Leicester,0.0,44.0
508,Adrien Silva,15.0,MID,Leicester,0.0,44.0
509,Adrien Silva,16.0,MID,Leicester,0.0,44.0
510,Adrien Silva,17.0,MID,Leicester,0.0,44.0
511,Adrien Silva,18.0,MID,Leicester,0.0,45.0
512,Adrien Silva,19.0,MID,Leicester,0.0,44.0
513,Adrien Silva,20.0,MID,Leicester,0.0,44.0
514,Adrien Silva,21.0,MID,Leicester,0.0,44.0
515,Adrien Silva,22.0,MID,Leicester,0.0,44.0
516,Adrien Silva,23.0,MID,Leicester,0.0,44.0
517,Adrien Silva,24.0,MID,Leicester,0.0,44.0
518,Adrien Silva,25.0,MID,Leicester,0.0,44.0
519,Adrien Silva,26.0,MID,Leicester,0.0,44.0
520,Adrien Silva,27.0,MID,Leicester,0.0,44.0
521,Adrien Silva,28.0,MID,Leicester,0.0,44.0
522,Adrien Silva,29.0,MID,Leicester,0.0,45.0
523,Adrien Silva,30.0,MID,Leicester,0.0,44.0
524,Adrien Silva,31.0,MID,Leicester,0.0,44.0
525,Adrien Silva,32.0,MID,Leicester,0.0,44.0
526,Adrien Silva,33.0,MID,Leicester,0.0,44.0
527,Adrien Silva,34.0,MID,Leicester,0.0,44.0
528,Adrien Silva,35.0,MID,Leicester,0.0,44.0
529,Adrien Silva,36.0,MID,Leicester,0.0,45.0
530,Adrien Silva,37.0,MID,Leicester,0.0,44.0
531,Adrien Silva,38.0,MID,Leicester,0.0,44.0
532,Adrián Bernabé,1.0,MID,Man City,0.0,45.0
533,Adrián Bernabé,2.0,MID,Man City,0.0,45.0
534,Adrián Bernabé,3.0,MID,Man City,0.0,45.0
535,Adrián Bernabé,4.0,MID,Man City,0.0,45.0
536,Adrián Bernabé,5.0,MID,Man City,0.0,45.0
537,Adrián Bernabé,6.0,MID,Man City,0.0,45.0
538,Adrián Bernabé,7.0,MID,Man City,0.0,45.0
539,Adrián Bernabé,8.0,MID,Man City,0.0,45.0
540,Adrián Bernabé,9.0,MID,Man City,0.0,45.0
541,Adrián Bernabé,10.0,MID,Man City,0.0,45.0
542,Adrián Bernabé,11.0,MID,Man City,0.0,45.0
543,Adrián Bernabé,12.0,MID,Man City,0.0,45.0
544,Adrián Bernabé,13.0,MID,Man City,0.0,45.0
545,Adrián Bernabé,14.0,MID,Man City,0.0,45.0
546,Adrián Bernabé,15.0,MID,Man City,0.0,45.0
547,Adrián Bernabé,16.0,MID,Man City,0.0,45.0
548,Adrián Bernabé,17.0,MID,Man City,0.0,45.0
549,Adrián Bernabé,18.0,MID,Man City,0.0,45.0
550,Adrián Bernabé,19.0,MID,Man City,0.0,45.0
551,Adrián Bernabé,20.0,MID,Man City,0.0,45.0
552,Adrián Bernabé,21.0,MID,Man City,0.0,45.0
553,Adrián Bernabé,22.0,MID,Man City,0.0,45.0
554,Adrián Bernabé,23.0,MID,Man City,0.0,45.0
555,Adrián Bernabé,24.0,MID,Man City,0.0,45.0
556,Adrián Bernabé,25.0,MID,Man City,0.0,45.0
557,Adrián Bernabé,26.0,MID,Man City,0.0,45.0
558,Adrián Bernabé,27.0,MID,Man City,0.0,45.0
559,Adrián Bernabé,28.0,MID,Man City,0.0,45.0
560,Adrián Bernabé,29.0,MID,Man City,0.0,45.0
561,Adrián Bernabé,30.0,MID,Man City,0.0,45.0
562,Adrián Bernabé,31.0,MID,Man City,0.0,45.0
563,Adrián Bernabé,32.0,MID,Man City,0.0,45.0
564,Adrián Bernabé,33.0,MID,Man City,0.0,45.0
565,Adrián Bernabé,34.0,MID,Man City,0.0,45.0
566,Adrián Bernabé,35.0,MID,Man City,0.0,45.0
567,Adrián Bernabé,36.0,MID,Man City,0.0,45.0
568,Adrián Bernabé,37.0,MID,Man City,0.0,45.0
569,Adrián Bernabé,38.0,MID,Man City,0.0,45.0
570,Adrián San Miguel del Castillo,1.0,GK,Liverpool,0.64,45.0
571,Adrián San Miguel del Castillo,2.0,GK,Liverpool,0.58,45.0
572,Adrián San Miguel del Castillo,3.0,GK,Liverpool,0.52,45.0
573,Adrián San Miguel del Castillo,4.0,GK,Liverpool,0.47,45.0
574,Adrián San Miguel del Castillo,5.0,GK,Liverpool,0.62,45.0
575,Adrián San Miguel del Castillo,6.0,GK,Liverpool,0.56,45.0
576,Adrián San Miguel del Castillo,7.0,GK,Liverpool,0.5,45.0
577,Adrián San Miguel del Castillo,8.0,GK,Liverpool,0.45,44.0
578,Adrián San Miguel del Castillo,9.0,GK,Liverpool,0.41,44.0
579,Adrián San Miguel del Castillo,10.0,GK,Liverpool,0.37,44.0
580,Adrián San Miguel del Castillo,11.0,GK,Liverpool,0.33,44.0
581,Adrián San Miguel del Castillo,12.0,GK,Liverpool,0.3,43.0
582,Adrián San Miguel del Castillo,13.0,GK,Liverpool,0.27,43.0
583,Adrián San Miguel del Castillo,14.0,GK,Liverpool,0.24,43.0
584,Adrián San Miguel del Castillo,15.0,GK,Liverpool,0.22,43.0
585,Adrián San Miguel del Castillo,16.0,GK,Liverpool,0.19,43.0
586,Adrián San Miguel del Castillo,17.0,GK,Liverpool,0.17,43.0
587,Adrián San Miguel del Castillo,18.0,GK,Liverpool,0.16,45.0
588,Adrián San Miguel del Castillo,19.0,GK,Liverpool,0.14,42.0
589,Adrián San Miguel del Castillo,20.0,GK,Liverpool,0.13,42.0
590,Adrián San Miguel del Castillo,21.0,GK,Liverpool,0.11,42.0
591,Adrián San Miguel del Castillo,22.0,GK,Liverpool,0.1,42.0
592,Adrián San Miguel del Castillo,23.0,GK,Liverpool,0.09,42.0
593,Adrián San Miguel del Castillo,24.0,GK,Liverpool,0.08,42.0
594,Adrián San Miguel del Castillo,25.0,GK,Liverpool,0.08,42.0
595,Adrián San Miguel del Castillo,26.0,GK,Liverpool,0.52,42.0
596,Adrián San Miguel del Castillo,27.0,GK,Liverpool,0.47,42.0
597,Adrián San Miguel del Castillo,28.0,GK,Liverpool,0.42,42.0
598,Adrián San Miguel del Castillo,29.0,GK,Liverpool,0.38,45.0
599,Adrián San Miguel del Castillo,30.0,GK,Liverpool,0.34,42.0
600,Adrián San Miguel del Castillo,31.0,GK,Liverpool,0.31,42.0
601,Adrián San Miguel del Castillo,32.0,GK,Liverpool,0.28,42.0
602,Adrián San Miguel del Castillo,33.0,GK,Liverpool,0.25,42.0
603,Adrián San Miguel del Castillo,34.0,GK,Liverpool,0.22,45.0
604,Adrián San Miguel del Castillo,35.0,GK,Liverpool,0.2,42.0
605,Adrián San Miguel del Castillo,36.0,GK,Liverpool,0.18,42.0
606,Adrián San Miguel del Castillo,37.0,GK,Liverpool,0.16,42.0
607,Adrián San Miguel del Castillo,38.0,GK,Liverpool,0.15,42.0
608,Ahmed El Mohamady,1.0,DEF,Aston Villa,0.92,45.0
609,Ahmed El Mohamady,2.0,DEF,Aston Villa,0.83,45.0
610,Ahmed El Mohamady,3.0,DEF,Aston Villa,0.75,45.0
611,Ahmed El Mohamady,4.0,DEF,Aston Villa,0.77,45.0
612,Ahmed El Mohamady,5.0,DEF,Aston Villa,0.7,44.0
613,Ahmed El Mohamady,6.0,DEF,Aston Villa,0.63,44.0
614,Ahmed El Mohamady,7.0,DEF,Aston Villa,0.66,44.0
615,Ahmed El Mohamady,8.0,DEF,Aston Villa,0.6,44.0
616,Ahmed El Mohamady,9.0,DEF,Aston Villa,0.54,43.0
617,Ahmed El Mohamady,10.0,DEF,Aston Villa,0.58,43.0
618,Ahmed El Mohamady,11.0,DEF,Aston Villa,0.53,45.0
619,Ahmed El Mohamady,12.0,DEF,Aston Villa,0.47,43.0
620,Ahmed El Mohamady,13.0,DEF,Aston Villa,1.23,43.0
621,Ahmed El Mohamady,14.0,DEF,Aston Villa,1.1,43.0
622,Ahmed El Mohamady,15.0,DEF,Aston Villa,1.09,43.0
623,Ahmed El Mohamady,16.0,DEF,Aston Villa,0.98,43.0
624,Ahmed El Mohamady,17.0,DEF,Aston Villa,0.89,43.0
625,Ahmed El Mohamady,18.0,DEF,Aston Villa,0.8,45.0
626,Ahmed El Mohamady,19.0,DEF,Aston Villa,0.72,43.0
627,Ahmed El Mohamady,20.0,DEF,Aston Villa,0.65,43.0
628,Ahmed El Mohamady,21.0,DEF,Aston Villa,0.58,43.0
629,Ahmed El Mohamady,22.0,DEF,Aston Villa,0.52,43.0
630,Ahmed El Mohamady,23.0,DEF,Aston Villa,0.47,43.0
631,Ahmed El Mohamady,24.0,DEF,Aston Villa,0.52,43.0
632,Ahmed El Mohamady,25.0,DEF,Aston Villa,0.47,43.0
633,Ahmed El Mohamady,26.0,DEF,Aston Villa,0.77,43.0
634,Ahmed El Mohamady,27.0,DEF,Aston Villa,1.5,43.0
635,Ahmed El Mohamady,28.0,DEF,Aston Villa,1.55,43.0
636,Ahmed El Mohamady,29.0,DEF,Aston Villa,1.39,43.0
637,Ahmed El Mohamady,30.0,DEF,Aston Villa,1.25,43.0
638,Ahmed El Mohamady,31.0,DEF,Aston Villa,1.13,43.0
639,Ahmed El Mohamady,32.0,DEF,Aston Villa,1.01,43.0
640,Ahmed El Mohamady,33.0,DEF,Aston Villa,1.01,43.0
641,Ahmed El Mohamady,34.0,DEF,Aston Villa,0.91,43.0
642,Ahmed El Mohamady,35.0,DEF,Aston Villa,0.87,42.0
643,Ahmed El Mohamady,36.0,DEF,Aston Villa,0.88,42.0
644,Ahmed El Mohamady,37.0,DEF,Aston Villa,0.8,42.0
645,Ahmed El Mohamady,38.0,DEF,Aston Villa,0.72,42.0
646,Ahmed El-Sayed Hegazy,1.0,DEF,West Brom,0.0,45.0
647,Ahmed El-Sayed Hegazy,2.0,DEF,West Brom,0.0,45.0
648,Ahmed El-Sayed Hegazy,3.0,DEF,West Brom,0.0,44.0
649,Ahmed El-Sayed Hegazy,4.0,DEF,West Brom,0.0,44.0
650,Ahmed El-Sayed Hegazy,5.0,DEF,West Brom,0.6,43.0
651,Ahmed El-Sayed Hegazy,6.0,DEF,West Brom,0.54,43.0
652,Ahmed El-Sayed Hegazy,7.0,DEF,West Brom,0.49,43.0
653,Ahmed El-Sayed Hegazy,8.0,DEF,West Brom,0.44,42.0
654,Ahmed El-Sayed Hegazy,9.0,DEF,West Brom,0.39,42.0
655,Ahmed El-Sayed Hegazy,10.0,DEF,West Brom,0.35,42.0
656,Ahmed El-Sayed Hegazy,11.0,DEF,West Brom,0.32,42.0
657,Ahmed El-Sayed Hegazy,12.0,DEF,West Brom,0.29,41.0
658,Ahmed El-Sayed Hegazy,13.0,DEF,West Brom,0.26,41.0
659,Ahmed El-Sayed Hegazy,14.0,DEF,West Brom,0.23,41.0
660,Ahmed El-Sayed Hegazy,15.0,DEF,West Brom,0.21,41.0
661,Ahmed El-Sayed Hegazy,16.0,DEF,West Brom,0.19,41.0
662,Ahmed El-Sayed Hegazy,17.0,DEF,West Brom,0.17,41.0
663,Ahmed El-Sayed Hegazy,18.0,DEF,West Brom,0.15,45.0
664,Ahmed El-Sayed Hegazy,19.0,DEF,West Brom,0.14,41.0
665,Ahmed El-Sayed Hegazy,20.0,DEF,West Brom,0.12,41.0
666,Ahmed El-Sayed Hegazy,21.0,DEF,West Brom,0.11,41.0
667,Ahmed El-Sayed Hegazy,22.0,DEF,West Brom,0.1,41.0
668,Ahmed El-Sayed Hegazy,23.0,DEF,West Brom,0.09,41.0
669,Ahmed El-Sayed Hegazy,24.0,DEF,West Brom,0.08,41.0
670,Ahmed El-Sayed Hegazy,25.0,DEF,West Brom,0.07,41.0
671,Ahmed El-Sayed Hegazy,26.0,DEF,West Brom,0.07,41.0
672,Ahmed El-Sayed Hegazy,27.0,DEF,West Brom,0.06,41.0
673,Ahmed El-Sayed Hegazy,28.0,DEF,West Brom,0.05,41.0
674,Ahmed El-Sayed Hegazy,29.0,DEF,West Brom,0.05,45.0
675,Ahmed El-Sayed Hegazy,30.0,DEF,West Brom,0.04,41.0
676,Ahmed El-Sayed Hegazy,31.0,DEF,West Brom,0.04,41.0
677,Ahmed El-Sayed Hegazy,32.0,DEF,West Brom,0.03,41.0
678,Ahmed El-Sayed Hegazy,33.0,DEF,West Brom,0.03,41.0
679,Ahmed El-Sayed Hegazy,34.0,DEF,West Brom,0.03,41.0
680,Ahmed El-Sayed Hegazy,35.0,DEF,West Brom,0.03,41.0
681,Ahmed El-Sayed Hegazy,36.0,DEF,West Brom,0.02,41.0
682,Ahmed El-Sayed Hegazy,37.0,DEF,West Brom,0.02,41.0
683,Ahmed El-Sayed Hegazy,38.0,DEF,West Brom,0.02,41.0
684,Ainsley Maitland-Niles,1.0,DEF,West Brom,1.24,50.0
685,Ainsley Maitland-Niles,2.0,DEF,West Brom,1.12,50.0
686,Ainsley Maitland-Niles,3.0,DEF,West Brom,1.11,50.0
687,Ainsley Maitland-Niles,4.0,DEF,West Brom,1.1,50.0
688,Ainsley Maitland-Niles,5.0,DEF,West Brom,0.99,49.0
689,Ainsley Maitland-Niles,6.0,DEF,West Brom,0.89,49.0
690,Ainsley Maitland-Niles,7.0,DEF,West Brom,0.9,48.0
691,Ainsley Maitland-Niles,8.0,DEF,West Brom,0.81,48.0
692,Ainsley Maitland-Niles,9.0,DEF,West Brom,0.83,47.0
693,Ainsley Maitland-Niles,10.0,DEF,West Brom,0.75,47.0
694,Ainsley Maitland-Niles,11.0,DEF,West Brom,0.67,47.0
695,Ainsley Maitland-Niles,12.0,DEF,West Brom,0.7,47.0
696,Ainsley Maitland-Niles,13.0,DEF,West Brom,0.83,46.0
697,Ainsley Maitland-Niles,14.0,DEF,West Brom,1.25,46.0
698,Ainsley Maitland-Niles,15.0,DEF,West Brom,1.13,46.0
699,Ainsley Maitland-Niles,16.0,DEF,West Brom,1.11,46.0
700,Ainsley Maitland-Niles,17.0,DEF,West Brom,1.1,46.0
701,Ainsley Maitland-Niles,18.0,DEF,West Brom,1.59,46.0
702,Ainsley Maitland-Niles,19.0,DEF,West Brom,1.43,46.0
703,Ainsley Maitland-Niles,20.0,DEF,West Brom,1.29,46.0
704,Ainsley Maitland-Niles,21.0,DEF,West Brom,1.16,46.0
705,Ainsley Maitland-Niles,22.0,DEF,West Brom,1.04,46.0
706,Ainsley Maitland-Niles,23.0,DEF,West Brom,1.04,46.0
707,Ainsley Maitland-Niles,24.0,DEF,West Brom,1.04,46.0
708,Ainsley Maitland-Niles,25.0,DEF,West Brom,1.53,46.0
709,Ainsley Maitland-Niles,26.0,DEF,West Brom,1.78,46.0
710,Ainsley Maitland-Niles,27.0,DEF,West Brom,2.2,46.0
711,Ainsley Maitland-Niles,28.0,DEF,West Brom,2.18,46.0
712,Ainsley Maitland-Niles,29.0,DEF,West Brom,1.96,50.0
713,Ainsley Maitland-Niles,30.0,DEF,West Brom,1.87,46.0
714,Ainsley Maitland-Niles,31.0,DEF,West Brom,2.28,46.0
715,Ainsley Maitland-Niles,32.0,DEF,West Brom,2.15,46.0
716,Ainsley Maitland-Niles,33.0,DEF,West Brom,2.44,46.0
717,Ainsley Maitland-Niles,34.0,DEF,West Brom,2.29,46.0
718,Ainsley Maitland-Niles,35.0,DEF,West Brom,2.06,46.0
719,Ainsley Maitland-Niles,36.0,DEF,West Brom,1.96,46.0
720,Ainsley Maitland-Niles,37.0,DEF,West Brom,1.96,46.0
721,Ainsley Maitland-Niles,38.0,DEF,West Brom,1.87,46.0
722,Albian Ajeti,1.0,FWD,West Ham,0.21,55.0
723,Albian Ajeti,2.0,FWD,West Ham,0.19,55.0
724,Albian Ajeti,3.0,FWD,West Ham,0.17,55.0
725,Albian Ajeti,4.0,FWD,West Ham,0.16,55.0
726,Albian Ajeti,5.0,FWD,West Ham,0.14,55.0
727,Albian Ajeti,6.0,FWD,West Ham,0.13,55.0
728,Albian Ajeti,7.0,FWD,West Ham,0.11,55.0
729,Albian Ajeti,8.0,FWD,West Ham,0.1,55.0
730,Albian Ajeti,9.0,FWD,West Ham,0.09,55.0
731,Albian Ajeti,10.0,FWD,West Ham,0.08,55.0
732,Albian Ajeti,11.0,FWD,West Ham,0.07,55.0
733,Albian Ajeti,12.0,FWD,West Ham,0.07,55.0
734,Albian Ajeti,13.0,FWD,West Ham,0.06,55.0
735,Albian Ajeti,14.0,FWD,West Ham,0.05,55.0
736,Albian Ajeti,15.0,FWD,West Ham,0.05,55.0
737,Albian Ajeti,16.0,FWD,West Ham,0.04,55.0
738,Albian Ajeti,17.0,FWD,West Ham,0.04,55.0
739,Albian Ajeti,18.0,FWD,West Ham,0.04,55.0
740,Albian Ajeti,19.0,FWD,West Ham,0.03,55.0
741,Albian Ajeti,20.0,FWD,West Ham,0.03,55.0
742,Albian Ajeti,21.0,FWD,West Ham,0.03,55.0
743,Albian Ajeti,22.0,FWD,West Ham,0.02,55.0
744,Albian Ajeti,23.0,FWD,West Ham,0.02,55.0
745,Albian Ajeti,24.0,FWD,West Ham,0.02,55.0
746,Albian Ajeti,25.0,FWD,West Ham,0.02,55.0
747,Albian Ajeti,26.0,FWD,West Ham,0.02,55.0
748,Albian Ajeti,27.0,FWD,West Ham,0.01,55.0
749,Albian Ajeti,28.0,FWD,West Ham,0.01,55.0
750,Albian Ajeti,29.0,FWD,West Ham,0.01,55.0
751,Albian Ajeti,30.0,FWD,West Ham,0.01,55.0
752,Albian Ajeti,31.0,FWD,West Ham,0.01,55.0
753,Albian Ajeti,32.0,FWD,West Ham,0.01,55.0
754,Albian Ajeti,33.0,FWD,West Ham,0.01,55.0
755,Albian Ajeti,34.0,FWD,West Ham,0.01,55.0
756,Albian Ajeti,35.0,FWD,West Ham,0.01,55.0
757,Albian Ajeti,36.0,FWD,West Ham,0.01,55.0
758,Albian Ajeti,37.0,FWD,West Ham,0.0,55.0
759,Albian Ajeti,38.0,FWD,West Ham,0.0,55.0
760,Aleksandar Mitrović,1.0,FWD,Fulham,1.0,60.0
761,Aleksandar Mitrović,2.0,FWD,Fulham,2.1,60.0
762,Aleksandar Mitrović,3.0,FWD,Fulham,2.09,60.0
763,Aleksandar Mitrović,4.0,FWD,Fulham,2.08,60.0
764,Aleksandar Mitrović,5.0,FWD,Fulham,1.87,59.0
765,Aleksandar Mitrović,6.0,FWD,Fulham,1.89,59.0
766,Aleksandar Mitrović,7.0,FWD,Fulham,2.5,58.0
767,Aleksandar Mitrović,8.0,FWD,Fulham,2.35,58.0
768,Aleksandar Mitrović,9.0,FWD,Fulham,2.21,57.0
769,Aleksandar Mitrović,10.0,FWD,Fulham,2.09,57.0
770,Aleksandar Mitrović,11.0,FWD,Fulham,1.88,56.0
771,Aleksandar Mitrović,12.0,FWD,Fulham,1.69,56.0
772,Aleksandar Mitrović,13.0,FWD,Fulham,1.62,56.0
773,Aleksandar Mitrović,14.0,FWD,Fulham,1.66,55.0
774,Aleksandar Mitrović,15.0,FWD,Fulham,1.6,55.0
775,Aleksandar Mitrović,16.0,FWD,Fulham,1.44,60.0
776,Aleksandar Mitrović,17.0,FWD,Fulham,1.29,60.0
777,Aleksandar Mitrović,18.0,FWD,Fulham,1.16,55.0
778,Aleksandar Mitrović,19.0,FWD,Fulham,1.1,55.0
779,Aleksandar Mitrović,20.0,FWD,Fulham,1.09,55.0
780,Aleksandar Mitrović,21.0,FWD,Fulham,1.68,55.0
781,Aleksandar Mitrović,22.0,FWD,Fulham,1.71,55.0
782,Aleksandar Mitrović,23.0,FWD,Fulham,1.64,55.0
783,Aleksandar Mitrović,24.0,FWD,Fulham,1.48,55.0
784,Aleksandar Mitrović,25.0,FWD,Fulham,1.33,55.0
785,Aleksandar Mitrović,26.0,FWD,Fulham,1.3,55.0
786,Aleksandar Mitrović,27.0,FWD,Fulham,1.17,55.0
787,Aleksandar Mitrović,28.0,FWD,Fulham,1.15,55.0
788,Aleksandar Mitrović,29.0,FWD,Fulham,1.13,55.0
789,Aleksandar Mitrović,30.0,FWD,Fulham,1.82,55.0
790,Aleksandar Mitrović,31.0,FWD,Fulham,1.84,55.0
791,Aleksandar Mitrović,32.0,FWD,Fulham,1.65,55.0
792,Aleksandar Mitrović,33.0,FWD,Fulham,1.49,60.0
793,Aleksandar Mitrović,34.0,FWD,Fulham,1.44,55.0
794,Aleksandar Mitrović,35.0,FWD,Fulham,1.5,55.0
795,Aleksandar Mitrović,36.0,FWD,Fulham,1.35,55.0
796,Aleksandar Mitrović,37.0,FWD,Fulham,1.21,55.0
797,Aleksandar Mitrović,38.0,FWD,Fulham,1.09,55.0
798,Alex Iwobi,1.0,MID,Everton,1.95,60.0
799,Alex Iwobi,2.0,MID,Everton,1.85,60.0
800,Alex Iwobi,3.0,MID,Everton,1.77,59.0
801,Alex Iwobi,4.0,MID,Everton,2.09,59.0
802,Alex Iwobi,5.0,MID,Everton,1.98,59.0
803,Alex Iwobi,6.0,MID,Everton,1.88,59.0
804,Alex Iwobi,7.0,MID,Everton,2.1,59.0
805,Alex Iwobi,8.0,MID,Everton,1.99,59.0
806,Alex Iwobi,9.0,MID,Everton,1.99,59.0
807,Alex Iwobi,10.0,MID,Everton,2.09,59.0
808,Alex Iwobi,11.0,MID,Everton,2.08,59.0
809,Alex Iwobi,12.0,MID,Everton,2.17,59.0
810,Alex Iwobi,13.0,MID,Everton,2.55,59.0
811,Alex Iwobi,14.0,MID,Everton,2.5,59.0
812,Alex Iwobi,15.0,MID,Everton,2.55,59.0
813,Alex Iwobi,16.0,MID,Everton,2.29,60.0
814,Alex Iwobi,17.0,MID,Everton,2.06,59.0
815,Alex Iwobi,18.0,MID,Everton,2.66,59.0
816,Alex Iwobi,19.0,MID,Everton,2.39,60.0
817,Alex Iwobi,20.0,MID,Everton,2.25,59.0
818,Alex Iwobi,21.0,MID,Everton,2.33,59.0
819,Alex Iwobi,22.0,MID,Everton,2.3,59.0
820,Alex Iwobi,23.0,MID,Everton,2.17,59.0
821,Alex Iwobi,24.0,MID,Everton,2.05,59.0
822,Alex Iwobi,25.0,MID,Everton,1.94,59.0
823,Alex Iwobi,26.0,MID,Everton,1.85,59.0
824,Alex Iwobi,27.0,MID,Everton,1.76,59.0
825,Alex Iwobi,28.0,MID,Everton,1.79,59.0
826,Alex Iwobi,29.0,MID,Everton,1.61,60.0
827,Alex Iwobi,30.0,MID,Everton,1.45,59.0
828,Alex Iwobi,31.0,MID,Everton,1.4,59.0
829,Alex Iwobi,32.0,MID,Everton,1.46,59.0
830,Alex Iwobi,33.0,MID,Everton,1.32,59.0
831,Alex Iwobi,34.0,MID,Everton,1.39,59.0
832,Alex Iwobi,35.0,MID,Everton,1.3,59.0
833,Alex Iwobi,36.0,MID,Everton,1.17,59.0
834,Alex Iwobi,37.0,MID,Everton,1.05,59.0
835,Alex Iwobi,38.0,MID,Everton,1.05,59.0
836,Alex McCarthy,1.0,GK,Southampton,1.56,45.0
